id,POI/street
2576,"/gub kli i"
2577,"griya mas matahari/"
2578,"/"
2579,"toko mulyati/"
2580,"/dok djunj"
2581,"sd negeri selo 02/"
2582,"/hibr i"
2583,"/jl. kap tend"
2584,"/utama jaya nusa indah 3"
2585,"/"
2586,"/pesa"
2587,"/pon cipta"
2588,"/gemah raya"
2589,"/tridh utama v"
2590,"/gg. duku 1"
2591,"/pasar pandanaran air mati pem"
2592,"/taw rejo"
2593,"/"
2594,"/tar bha"
2595,"/ko. lily b"
2596,"/"
2597,"/kb pertiwi n.2 ked banteng"
2598,"/inten"
2599,"/warung buncit lontong lont .. kilang pon buncit"
2600,"/can lon wetan"
2601,"/jl. resi abd abdulr"
2602,"buana impian 2/"
2603,"/mandiri jaya nizam oti"
2604,"/anindya optikal wisma udayana"
2605,"pkbm bina harapan/"
2606,"/elektrik ii"
2607,"/taman alfa indah"
2608,"/duta parahyangan lestari pt kh syah"
2609,"/simo tamb ii"
2610,"/vete per kem"
2611,"bunga cell/"
2612,"/wono kopen barat 3"
2613,"/cemp raya"
2614,"/plaza uny jl. affandi"
2615,"/sanggar bintang musyaw"
2616,"asrama bintara/"
2617,"/a.a. mara"
2618,"/soto ayam bu naryo boule"
2619,"/warung pecel mustika truno"
2620,"/cucur timur xii"
2621,"/beras basah kelurahan gur wars"
2622,"paud aulia/"
2623,"/toko oleh oleh tiga raya truck"
2624,"/pembayaran listrik dan pdam griyo taman sari"
2625,"/ra miftahul huda taman"
2626,"/perumahan dl sitorus ii kampung jawa"
2627,"/sagu raya"
2628,"/ahmad"
2629,"/kar anyar"
2630,"/kantor uptd pendidikan pama"
2631,"/bakmi medan laningrum kena"
2632,"/"
2633,"/bambu i"
2634,"/"
2635,"/ven barat"
2636,"/kacang rebus pak eno rung menan"
2637,"/mars dirga"
2638,"/jalur sut"
2639,"bandara makassar/"
2640,"/anda"
2641,"/kamp ranca sari"
2642,"/ment atas"
2643,"/warung al-ishlah te suwoto mayj bamb yuwono"
2644,"mentari cafe/"
2645,"/taman d jl prahu hilir"
2646,"/gg. ix"
2647,"/warung bakso cucu mulut mas agus sun musi"
2648,"/cik udin"
2649,"/tifa shop kerta"
2650,"/cipu raya"
2651,"/raya batuj"
2652,"/gg. dah i"
2653,"/pesona ikan mas saung dan lesehan pahl"
2654,"/bubur ayam papandayan new oven raya"
2655,"/glory cafe padma utara"
2656,"taman pendidikan al qur'an ( tpa nur hasanah )/mustofa"
2657,"/hkbp jing resort wonggowicono"
2658,"/"
2659,"/"
2660,"/jl kemu"
2661,"/gajah mada"
2662,"/pt. sinar niaga sejahtera sub kap hana"
2663,"/duri uta gg. 5"
2664,"/s par"
2665,"koko ponsel/"
2666,"/ahmad yani"
2667,"/rs umum medika lestari raya buntu"
2668,"/jl. merb"
2669,"/perum taman guntur permai jl gunung guntur"
2670,"/salsabilah salon sul hasan"
2671,"/bak"
2672,"/warung lesehan sawargi raya banj"
2673,"tower sakura/"
2674,"/raya kut tigar"
2675,"sabang merah/"
2676,"/gg. sooko"
2677,"/warung ayam kremes cak iwan sambek"
2678,"/tam mand"
2679,"pt. semen indonesia ( persero )/jl. veteran"
2680,"/balikpapan - samb"
2681,"pondok giri/"
2682,"/manun vii"
2683,"/cer"
2684,"total indonesia/"
2685,"/raya ciked"
2686,"/komunitas alam indonesia tela"
2687,"/kamp bali i"
2688,"/law raya"
2689,"/imam bon"
2690,"/ser"
2691,"/angg"
2692,"tahu kupat bu atun/"
2693,"/jl.s"
2694,"/dah"
2695,"/"
2696,"/ach adn"
2697,"/mars ix"
2698,"/pala 5"
2699,"/ant ii"
2700,"/warung sate pak to perum candi asri e"
2701,"/cibu"
2702,"/raya jagak"
2703,"/mad"
2704,"/butik sudarmin cemp baru 3"
2705,"tk pratiwi 1/"
2706,"/raya lemb"
2707,"/tam sari ra"
2708,"/"
2709,"/palm utara iv"
2710,"/jend sudirman"
2711,"/raya cian"
2712,"/"
2713,"/jend ahmad yani"
2714,"/"
2715,"/perm utama ii"
2716,"/raya bid"
2717,"/tera i"
2718,"/dha bha v"
2719,"/pet bina gg. iii"
2720,"/tb gunung jaya bugis"
2721,"/barokah surya gemilang jemur sela viii"
2722,"/jl. leora 3"
2723,"/mung gg. mas sarwo"
2724,"/ki hajar dewan"
2725,"/"
2726,"/kepu utara"
2727,"idm kuota seliro/"
2728,"/lor ant blak"
2729,"/mel 4"
2730,"/griya ciledug jln. tulip"
2731,"/suro resid"
2732,"/warung seblak nyoman raya nai"
2733,"ma swasta darul magfiroh in in/"
2734,"/taman sari"
2735,"/rimba"
2736,"/al inaa kar ampel"
2737,"/gg. bina warga iii"
2738,"/raya jati"
2739,"/mie baso dan nasi to hj. h. o k. muha muha muha muha muha muha sab"
2740,"/rumah makan medan ria chinese food tent pela"
2741,"/duta business school - jakarta tebet raya"
2742,"/pulo sirih utama"
2743,"/raya bosih wana cibi"
2744,"/"
2745,"/nani isma gatot subroto"
2746,"/kemb kerep"
2747,"/sema"
2748,"/vete"
2749,"/jahri"
2750,"/setu baru"
2751,"/gatot subr"
2752,"/perum pon jati"
2753,"/src amanda abadi"
2754,"/jl."
2755,"/maha agung cv tukad banyu"
2756,"warung songo limo/"
2757,"/angg 1"
2758,"asrama pusdikzi/"
2759,"/atm bca muamalat a a. yani"
2760,"/gedung mta perwakilan pala raya depok"
2761,"/bandu"
2762,"/agen busana puspa jaya nasio"
2763,"/gg. sempu 2"
2764,"/flamb raya"
2765,"/"
2766,"/masjid at teadancoffee komp ruko pange jayak"
2767,"btn citra ayu residence/"
2768,"/"
2769,"/kios khas tegal raya"
2770,"/pari 3"
2771,"/pulo mas"
2772,"/"
2773,"/pon sukma per"
2774,"/tru iii"
2775,"/jemb v"
2776,"/pand"
2777,"/jend bas rach g sar i"
2778,"lkp anggrek/"
2779,"/gg. trim"
2780,"toko tabing baru/"
2781,"/vilage bar 3"
2782,"/paci interior slamet riyadi"
2783,"/kum"
2784,"/kod"
2785,"/bebek alat-alat siliw"
2786,"/spa van java taman mayang"
2787,"/udang"
2788,"/jend soedi"
2789,"/soek hatta"
2790,"/gedung prominence jl. s. parman"
2791,"/raya pan"
2792,"maju mak toko/"
2793,"/"
2794,"/m.t hary"
2795,"/pisa baru ten"
2796,"/mer ilir raya"
2797,"/gg. 5"
2798,"/musholla alkautsar syen sya"
2799,"/mandiri ban raya bambe"
2800,"/haji ciya pedur"
2801,"/servis pie pemuda"
2802,"/komp mand lest"
2803,"/pd roxy service pahl"
2804,"/dah"
2805,"/gg. mas jamie al-ma"
2806,"/agen pos hinggil perum griya kpn"
2807,"bakmi nikmah khas muzhfari/"
2808,"/villa muti cika"
2809,"/"
2810,"/pang sudi"
2811,"/banda"
2812,"/kru 2h"
2813,"/tambak wedi alfi elektronik cv tam wedi"
2814,"/jeran"
2815,"/suk"
2816,"/nanas ii"
2817,"palm spring regency/"
2818,"/jend sudi"
2819,"/raya ked bli"
2820,"/cisa i b"
2821,"/pasar baru steak karet pasar baru timur timur v"
2822,"sd negeri unggulan 2 banyuasin/"
2823,"/griya agung"
2824,"/let supr"
2825,"/teluk ban"
2826,"/kedin ten jaya ii"
2827,"/lor angg"
2828,"/susi raya jan ter"
2829,"/kabel atas"
2830,"/gong barat raya"
2831,"/gg. mel"
2832,"/"
2833,"/cv alfaza electronic hajah ngo"
2834,"/graf mitra utama. pt"
2835,"/red boutique cile"
2836,"tpu sungai/"
2837,"/"
2838,"/banowati"
2839,"/h. toyan"
2840,"/taman sul xiv"
2841,"/wadas 2, gg. arj"
2842,"/sun karya sela vi"
2843,"/riau jaya bersama. cv hasanu"
2844,"/home stay raya glagah"
2845,"/sukan 4"
2846,"/toko fahri tugu dalem"
2847,"/teuku umar"
2848,"/"
2849,"/grha datacomm jl. kapten tendean"
2850,"/cici shoes puc anom"
2851,"/gang tegal wangi"
2852,"/ki maja"
2853,"/dukuh setro vii"
2854,"/j pema re pek"
2855,"/pon kel viia"
2856,"/2b aksara laksa r e mar"
2857,"/warung nangka swad"
2858,"/jam 1"
2859,"/s go chicken let"
2860,"/city variasi pahl"
2861,"/gang kurma iv"
2862,"/mukti sari"
2863,"/brat wetan"
2864,"/jl. vete"
2865,"/"
2866,"/warung makan hacker loyok 2 let kasn"
2867,"/sal indah vi"
2868,"/smk negeri 1 cilacap jalan budi utomo"
2869,"/haji han"
2870,"/magic studio indonesia haji cari"
2871,"/masjid al-kautsar angk sela"
2872,"/inti kharisma riau mandiri. pt tua tamb"
2873,"/prona"
2874,"/raya semi"
2875,"/ruang cilincing lantai 7"
2876,"/hos cokr"
2877,"/ardi"
2878,"/haji asm"
2879,"/"
2880,"/perum inko"
2881,"taman bunga/"
2882,"/profe dok ida bagus man"
2883,"/stasiun cisauk jln. raya cisauk lapan"
2884,"/cangk"
2885,"/mad 3"
2886,"gereja iman ittihadulah ransiki/"
2887,"/& kra raya"
2888,"/haji aom"
2889,"/toko billa imam bonjol"
2890,"/toko devi yos suda"
2891,"/"
2892,"degil residence/"
2893,"/tanj pura 1"
2894,"/sari laut safira gun merb"
2895,"komplek puri citra/"
2896,"/bast distro raya neglasari"
2897,"/kiray"
2898,"/ahmad sanusi pang sudi"
2899,"/"
2900,"/komp taman pes"
2901,"/toko nugraha raya bandu"
2902,"tambang ayam/"
2903,"/herb v"
2904,"/kau bar v"
2905,"/mel"
2906,"/min 14 bir bireuen kota lhoksu"
2907,"/berdi"
2908,"/kencana per 3"
2909,"/vete"
2910,"rose garden/"
2911,"/mutiara farma apotik poris indah"
2912,"/toko horas electronic raya amba"
2913,"/"
2914,"/h. naman"
2915,"/tb putra bakti raya kara suruh"
2916,"asrama tni ad/"
2917,"/penga"
2918,"/kek"
2919,"/kolo sugi"
2920,"/kebo iwa"
2921,"sdn 1/"
2922,"/toko kasih raya menganti"
2923,"/"
2924,"/kesad 2"
2925,"/kem sari iv c"
2926,"/kelurahan medan satria hara indah raya"
2927,"/treng i"
2928,"/sia"
2929,"/sdn 1 cilan maja"
2930,"/pasar tradisional marga mang"
2931,"/nirb ii"
2932,"/ha jam"
2933,"/btr x"
2934,"/bek sela"
2935,"/wiy jajar"
2936,"/crys raya"
2937,"/"
2938,"/teru buah batu"
2939,"/dasar karya utama pt pele raya"
2940,"/buah"
2941,"/raya boj"
2942,"toko manado/"
2943,"/mega tend par sang"
2944,"/ple"
2945,"/gg. raji"
2946,"/gg. gur"
2947,"/raya boyolali-j"
2948,"/cipto mang"
2949,"/pt widodo gledek gledek pacar prum ten 2"
2950,"/tpu para"
2951,"/toko mekanikal simom"
2952,"tower sakura/"
2953,"/pos pol"
2954,"/sim"
2955,"/saha"
2956,"/raya pasar min"
2957,"/kh. ahmad dah"
2958,"/"
2959,"/kantor water purb"
2960,"/aulia martin simp peut- sela"
2961,"carrefour bubu/"
2962,"/taman galaxy raya"
2963,"/selly salon katra"
2964,"/komp graha indah green ville"
2965,"/sepat per"
2966,"/kh harun bast"
2967,"/kap"
2968,"/bun besar"
2969,"/pramuka sari iii"
2970,"/kh mocha"
2971,"perumahan laksana permai 2/"
2972,"/kost puji jl. wiroto"
2973,"/pang dip"
2974,"/angg cen raya"
2975,"/gadai top raya bogor"
2976,"toko har ardi/"
2977,"masjid baitul helmi/"
2978,"/jl simp tiga setu"
2979,"ra darun husna/"
2980,"/bunga azza florist penjer"
2981,"/griya mulya jl. mujair raya"
2982,"/kedai lo kopi teng"
2983,"/kre abang 13i solo"
2984,"/taman sam"
2985,"/pang dip"
2986,"angkringan puncak puncak besi/"
2987,"/"
2988,"/jembatan cendrawasih jl. babakan raya"
2989,"hacienda mexicano/"
2990,"puskesmas pembantu teluk nibung/"
2991,"/toko kelontong raya can"
2992,"/the telkom hub jln gatot subroto"
2993,"/susa"
2994,"/sutan syah"
2995,"/dr harun 2"
2996,"/tent pela"
2997,"/tyt indah"
2998,"/rumah mendra kebumen pahl"
2999,"ud ciremai jaya/"
3000,"/pergudangan 8 jln perancis"
3001,"/mojop"
3002,"/gedung jsm jl cideng barat"
3003,"stasiun bekasi/"
3004,"/tarumanegara atas i"
3005,"/"
3006,"/fakultas macam sela ugm kaliu"
3007,"/"
3008,"/lumbu ten raya"
3009,"/neglasari utara"
3010,"/perum vila indah pes"
3011,"/angin sejuk delitua"
3012,"/laba elektronik ruko gol plaza"
3013,"/pem"
3014,"/puskesmas payung sektor ibus"
3015,"/bank dki wuluhan wuluhan"
3016,"/agung perk"
3017,"/jl. pes stb ta 5"
3018,"curug sawer/"
3019,"/jogja amazon green 2 jl. rajawali"
3020,"toko wali/"
3021,"/kampus usu jalan perpustakaan"
3022,"/suto prima utara xii"
3023,"/puri megantara. pt padma utara"
3024,"/situ aksan"
3025,"/gg. v"
3026,"/pelo ii"
3027,"green savana residence/"
3028,"/toko semen gresik pramuka"
3029,"/sd negeri 2 banyuasin pendid"
3030,"/tk m nu masyitoh 18 borobudur borobudur"
3031,"masjid rancalongong/"
3032,"/gg. subur"
3033,"padepokan psht cabang. tulungagung/"
3034,"/jalan bpk"
3035,"/taman puspa"
3036,"/jl. stb sing jl. mang"
3037,"/jend sudi"
3038,"/kali bar"
3039,"/zebra"
3040,"/eyes tekstil pang hidayat"
3041,"masjid istiqomah/"
3042,"/ir. h jua"
3043,"/"
3044,"travel yusril/"
3045,"musholla at-taqwa - majalah mujtahidin/"
3046,"/lin suma"
3047,"permata sejahtera bersama pt/"
3048,"graha cipta taman sari/"
3049,"/te"
3050,"/toko saputra jaya 2 raya ceme"
3051,"/bakso pakde blo pattimura"
3052,"/raya jumo"
3053,"/sumur wangi 1b"
3054,"/mawar"
3055,"toko h sholihin/"
3056,"/"
3057,"/jend sudi"
3058,"/po. garuda mas gatot subr"
3059,"lapangan balung kulon/"
3060,"/salam lestari cieunt"
3061,"/erla raya"
3062,"/toko sepatu uluw uluw 2"
3063,"bk 4/"
3064,"/apotek petshop medika mard raya"
3065,"/pang jayak"
3066,"warung laila/"
3067,"/jl. sul alauddin i"
3068,"/pluit utara 7"
3069,"/tiga bintang toko komp pasar etna"
3070,"permata cibubur/"
3071,"/cep"
3072,"/s"
3073,"/kakap raya"
3074,"/pep"
3075,"/cosmo textile & tailor ger ayam"
3076,"/raya sema purwo"
3077,"/sate ayam resorts som"
3078,"/gajah mada"
3079,"/koperasi rukun sentosa raya geda"
3080,"sd negeri 3 lesmana/"
3081,"/pasu"
3082,"/komplek bea cukai jl. siak"
3083,"indraprasta village/"
3084,"water garden/"
3085,"/kantor hukum dining h spkk h dan rekan palem raya"
3086,"sri agung/"
3087,"toko petrokimia/"
3088,"paud kecamatan canal/"
3089,"/aldi foto copy perum das indah"
3090,"/raya cita"
3091,"/bali car community pendidikan"
3092,"/gg. h. latif"
3093,"/padema viii raya"
3094,"/gg. lang"
3095,"/"
3096,"/adiy"
3097,"/gg. swad i"
3098,"tk muslimat nu ransiki/"
3099,"/sura"
3100,"/pt. jatim duta pembangunan"
3101,"/dur"
3102,"/cam"
3103,"/merd"
3104,"/band ii"
3105,"/kang i"
3106,"/simok iii"
3107,"/duren tiga sela"
3108,"wahyu graha rusti/"
3109,"smp swasta batu karang/"
3110,"/clara salon pene"
3111,"jembatan merah pulau tengah/"
3112,"/shoes and care x angga jaya iii"
3113,"/"
3114,"/ban"
3115,"/subur gemstone jalan jemb besi 9"
3116,"/gang ass 1"
3117,"/dokter 's smd shi jati mak"
3118,"/kapuk raya"
3119,"terminal aur kuning bukittinggi/"
3120,"/"
3121,"/toko baitussyukur pakem"
3122,"/pulo buaran raya"
3123,"/dukuh sari"
3124,"/med utara xvii"
3125,"/perum putra bangsa iii putra ban"
3126,"/cemp mas timur"
3127,"/juragan kerang jl. raya pajajaran"
3128,"sd kepal 1/"
3129,"sd negeri 10 pangkalan baru/"
3130,"perumahan wahana/"
3131,"/pasir putih jl. mawar gg. h. haf"
3132,"/toko dahlia karya jaya"
3133,"/tk jasmine perm 6"
3134,"/gg. mang"
3135,"/toko hs store jl. jend sudi"
3136,"/kar menur ii"
3137,"/"
3138,"/komp ponti mall darat"
3139,"/komp departemen kope"
3140,"/muda parsi"
3141,"/kolo sugi"
3142,"/desa tambak wedi"
3143,"/tan kurnia salon ciku"
3144,"/seagate cell pesut"
3145,"/warung jember bu novi ten 1"
3146,"/dip ii"
3147,"/"
3148,"/pand c"
3149,"/ra madinah al ikhlas dep"
3150,"/asem"
3151,"/kios merpati sam ratulangi"
3152,"/toko kayu deden dharma wan"
3153,"bengkel las rezki jaya/"
3154,"perumahan gading kencana/"
3155,"/pt. asuransi tugu indo senen raya"
3156,"/sejahtera"
3157,"/komp dalam neg"
3158,"/nata sellular sumoroto-"
3159,"/gg. kelu"
3160,"goa selarong/"
3161,"/kalij viii"
3162,"/raya kerta indah"
3163,"/"
3164,"mess camp/"
3165,"/jl. 1k"
3166,"/sawo raya"
3167,"/the brother 's 's 's 's 's 's 's 's 's 's 's 's 's 's 's 's 's 's 's 's 's 's 's 's 's 's 's 's 's 's 's 's 's 's 's 's 's 's 's 's 's 's 's 's 's 's 's"
3168,"/mangga"
3169,"/salsabilla pratama sudi"
3170,"/tk fajar pasir primacom dd"
3171,"/bimbingan sun rd sun road"
3172,"/"
3173,"/cemp va"
3174,"praktek bidan muta'allimin/"
3175,"/toko asean jaya penun"
3176,"/"
3177,"/gg. lele"
3178,"/nasi 12"
3179,"/kantor pengawasan dan pelayanan bea cukai jl"
3180,"/"
3181,"/clus a11"
3182,"/danau toba 7"
3183,"/sapan i a"
3184,"matahari air fashion/"
3185,"/jan tla v"
3186,"/kali baru barat"
3187,"/teluk gong sela"
3188,"/perumahan griya mukti sejahtera jl. pm noor"
3189,"/perum bumi agra bek"
3190,"/pos ronda rw 08 cibinong sirna galih resid"
3191,"/sun jaya vi a"
3192,"sd negeri 2 muta'allimin/"
3193,"pasar pspt/"
3194,"/resi raya"
3195,"/empat lima"
3196,"/sas sumatera kem"
3197,"hj. dig/"
3198,"/del jaya"
3199,"padepokan giri yasinan mas/"
3200,"/mes tau"
3201,"/teluk bima"
3202,"/"
3203,"/tele"
3204,"/jl. perum"
3205,"/lem sari barat"
3206,"/kaw indah xi"
3207,"/toko mainan ibu bidan siti cika"
3208,"berkah insani/"
3209,"/villa cibu"
3210,"/sema indah 1"
3211,"perum bumi gemilang/"
3212,"/angin pasifik pt pegi"
3213,"/karya i"
3214,"/bukit apit"
3215,"/merb"
3216,"/gg. 6"
3217,"/let h endro sura"
3218,"/"
3219,"/warung alfira pemban raya"
3220,"/suma"
3221,"/keba caw i"
3222,"/haji sel"
3223,"/nella olshop wates"
3224,"/cemp putih ten xxvi"
3225,"/bint ten"
3226,"putra moro indah/"
3227,"/damai"
3228,"/nusa indah"
3229,"/kapuk raya"
3230,"/halim perd kus"
3231,"/gajah mada"
3232,"/stmj bang edi wisnu ward"
3233,"/flamb lest"
3234,"/sudi. sudi"
3235,"/stokis green world surabaya kan"
3236,"/raya jaka - bogor"
3237,"/raya ki ageng gri"
3238,"/raya band rejo"
3239,"/wolo v"
3240,"/glory frame benda raya"
3241,"/batagor dan siomay aksan tanj si"
3242,"/asuransi jiwa sinar mas cika"
3243,"/beras gotong manis nusa indah 2"
3244,"/warung soto ahmad yani"
3245,"/samping terminal ban jalan rta milono"
3246,"kelurahan motorik/"
3247,"/kari"
3248,"/let s. par iv"
3249,"/geulis skin care baw raya"
3250,"/leng wuaya"
3251,"/green bay jalan pluit karang ayu barat"
3252,"/mesjid peneleh muslimin amma usman sale"
3253,"/jojo iii"
3254,"/taman wisata mangrove bintuhan jln. lingkar barat"
3255,"/jln. raya serp sek vi"
3256,"/jl. h. hasan i"
3257,"/keb i"
3258,"/boj asih 7"
3259,"/kapten war"
3260,"/budi utomo"
3261,"/taman bakmi kambing jalan hadiah utama"
3262,"/jl. bukit jati iv"
3263,"/sisin"
3264,"/perum tulus resident ramb"
3265,"/jela sela ii"
3266,"perumahan permata/"
3267,"/"
3268,"/peng - wates"
3269,"/tera"
3270,"/"
3271,"/cemp warna"
3272,"/pangkas rambut family perum bumi abdi neg"
3273,"/jalan gub kerta x"
3274,"/sut indah"
3275,"/gg. abdul karim"
3276,"/"
3277,"/hart raya"
3278,"/perkebunan ayuni ekatama pt cio"
3279,"/merak"
3280,"/raya mabes tni"
3281,"/dinas pertanian dan peternakan pemerintah kabupaten jepara ki. man sark"
3282,"/bou"
3283,"kuburan pks/"
3284,"/pert vi"
3285,"/tera 4"
3286,"/jl. poros bejen"
3287,"/tri handayani kar gede"
3288,"/coffee selera jalur patti"
3289,"/pramuka"
3290,"/"
3291,"/pd. putra bun sukab"
3292,"/hasil karya gre gadu"
3293,"/ser ii"
3294,"/pt sarana mekar gemilang candi xvi"
3295,"/toko surya gajah mada"
3296,"bengkel edy motor/"
3297,"/anugrah toko ujung pand"
3298,"/laksa yos suda"
3299,"/"
3300,"/jend sudi"
3301,"/teuku cik dit"
3302,"/plaza mille departemen store simpang tanj karang-teg"
3303,"/warung banyuwangi soek hatta"
3304,"/flamb"
3305,"/asian high 2"
3306,"/bona fishing silitonga mh tham"
3307,"/"
3308,"/komplek pln jalan jendral sudirman"
3309,"/sri ratu jl. pemuda"
3310,"/nasi iii"
3311,"btn citra ayu/"
3312,"/ciracas"
3313,"/"
3314,"/inp"
3315,"/bulak cabe barat"
3316,"/siwa timur i"
3317,"/ibnu hajar 88"
3318,"/arema old jaya kolo sugi"
3319,"/raya sengkaling"
3320,"toko wahana collection/"
3321,"/manjah"
3322,"/bakso solo dwiguna & amora cempaka"
3323,"/ber ra"
3324,"/raya pano"
3325,"/rawa kopi"
3326,"/dar"
3327,"/gang aman"
3328,"/imperial photography pakunin"
3329,"/"
3330,"the bridge istana 3 rubinah/"
3331,"/ud cat darah pal"
3332,"/desa sukam"
3333,"nasi uduk pok minah/"
3334,"/dipone"
3335,"/"
3336,"komplek bni malili/"
3337,"/bran"
3338,"/kana"
3339,"/dalem"
3340,"rusun pinus elok/"
3341,"/perumahan griya mel 2"
3342,"annida laundry/"
3343,"/taman palem lest"
3344,"/bank mandiri ir. rust sugi"
3345,"/"
3346,"/raya kar - gemo"
3347,"/jl. taman palem lest q"
3348,"sd negeri 6 moj/"
3349,"/raya hamba"
3350,"/pinan 1"
3351,"/masjid jami al-is diponegoro"
3352,"/teluk kumai timur"
3353,"/mini club sapp kinta golf 8"
3354,"/kali l"
3355,"/komp perm"
3356,"/happy dream lantai baru"
3357,"/profe dok ida bagus man"
3358,"/"
3359,"/hum firdaus ali dan rekan"
3360,"/duta lest i"
3361,"/pesantren pesan raya jatinom-b"
3362,"/rus salon jemp"
3363,"perumahan wahana/"
3364,"/"
3365,"/warkop andri kuni pulo man"
3366,"warung pondok/"
3367,"ma swasta an-nur an-nur/"
3368,"/arzi i"
3369,"/"
3370,"/mangga dua square jalan gunung sahari"
3371,"/h h"
3372,"/wara v, gg. iii"
3373,"/alfamart kuesek dining man besar raya"
3374,"/w r supra"
3375,"/man"
3376,"/"
3377,"/toko h. suna sul hasan"
3378,"/jl. neg medan-t tin"
3379,"/kapuk raya"
3380,"provider air minum dan llk ( llk )/lemb"
3381,"/kh. tho"
3382,"/pep 2"
3383,"pasar bekasi medika/"
3384,"/pusp ii"
3385,"/lom"
3386,"blok a/"
3387,"/warung nasi jagung bu anas kolo sugi"
3388,"/tebet dalam iv"
3389,"/seta"
3390,"/angg i"
3391,"/pen"
3392,"/baru 88"
3393,"/medo asri utara x"
3394,"kebayoran villas/"
3395,"/meruya sela"
3396,"/tanj sari viii"
3397,"kb tunas bangsa/"
3398,"kantor tni/"
3399,"/mata raya"
3400,"/bou v"
3401,"/sula"
3402,"/seko"
3403,"/"
3404,"/gang mel"
3405,"/jati"
3406,"/soekarno hatta"
3407,"/apotik berkah bunda junction jambi"
3408,"/"
3409,"/ciputra world 1st floor may sung"
3410,"/tam arum gang 3"
3411,"/melinjo"
3412,"/arj 1"
3413,"/mie ayam situ bejen raya suba"
3414,"/masjid tawa ramb"
3415,"cafe yusril/"
3416,"/gun indah viii"
3417,"/hayam wuruk"
3418,"/andi pang petta"
3419,"/iman laundry baba suka"
3420,"/rokan"
3421,"/ir. h. jua"
3422,"western union/"
3423,"puskesmas long kali/"
3424,"/sinar electro toko ken 2"
3425,"/nasi goreng 88 asrama natsir"
3426,"/raya fasco"
3427,"/merb"
3428,"/"
3429,"/pangkas rambut salsabila jln raya karanggan"
3430,"/kali lor indah"
3431,"/lodan dalam vi"
3432,"perpustakaan daerah kota kotamobagu/"
3433,"/kamp kaum pan"
3434,"/gg. xxii"
3435,"perum fajar/"
3436,"/kapa samp"
3437,"toko adi bangunan/"
3438,"/h. syu"
3439,"/kutai"
3440,"/karya jaya teknik pahl komar"
3441,"/bukit barisan"
3442,"/"
3443,"/nn"
3444,"/samb"
3445,"/cin cin palma"
3446,"tugu topeng/"
3447,"masjid at fitriah/"
3448,"/gg. pendaratan"
3449,"/engku putri utara"
3450,"/batu tulis"
3451,"/haris plafon mbl versailles"
3452,"/komp wisma mas"
3453,"/muha sha gg.9"
3454,"/toko mega mas asia"
3455,"/ser bah"
3456,"/itc roxy mas kh. has ash"
3457,"/gg. jambu"
3458,"/"
3459,"/vete"
3460,"/pt persero raya kembar"
3461,"/sat jaya"
3462,"toko sakura/"
3463,"/uptd bps kantor camat tanah kranji lor"
3464,"/puri sema 1"
3465,"/mie ayam dan bakso eco roso roso roso roso roso roso roso roso roso roso roso roso roso roso roso roso roso roso roso roso roso roso roso roso roso roso roso roso roso roso roso roso roso roso roso roso roso roso roso roso roso roso roso roso"
3466,"/ikan paus raya"
3467,"/"
3468,"/raya kre"
3469,"/"
3470,"/boule palem raya"
3471,"toko noor/"
3472,"/bumi ayu resid"
3473,"/jas 2"
3474,"/"
3475,"/insp kali sun"
3476,"/raya klari"
3477,"/baso 's leuwi panj"
3478,"/"
3479,"/"
3480,"/raya pekuta baru"
3481,"/prima jaya cell kh. moch. mans"
3482,"/"
3483,"/kart"
3484,"/lontong mie bu dwi bumi suko indah"
3485,"/sabut"
3486,"/swa barat viii"
3487,"/kem utama"
3488,"/"
3489,"/sultan sobu 9"
3490,"/cita iv"
3491,"/empu"
3492,"/let yusuf"
3493,"/jat 3"
3494,"/pujasera pelangi - batu betung perum batu ceper"
3495,"/perk kapuk"
3496,"kios daging ayam dan sapi bu mul/"
3497,"megah elektronik/"
3498,"/banj puc"
3499,"/gg. h. marz"
3500,"/"
3501,"/batik alfaza pak gatot vi"
3502,"/taman pendidikan al qur'an al ikhlas raya jumo"
3503,"/amp barat"
3504,"/man parma dewi sartika"
3505,"/ubud kayu mas galery ho raya ubud"
3506,"/bank central asia raja"
3507,"/kencana toko sriwi"
3508,"/gg. ni 2"
3509,"/gg. h. sat"
3510,"/agung niaga iii"
3511,"/mayor ngra"
3512,"/par"
3513,"/ir. sutami"
3514,"/ketin wiy"
3515,"/lor muhi lr.8"
3516,"/bulak barat 6"
3517,"/hidayah gorden dipone"
3518,"/graha intikom jl. kuningan barat ii"
3519,"/resto bima manyar kerto"
3520,"jembatan sungai ampal/"
3521,"/raya curug - kosa"
3522,"/gg. riska"
3523,"/gading food food food indonesia sakti utama"
3524,"/peny cok sun karya utara 6"
3525,"/kios online indonesia urip sumoh"
3526,"/a. yani"
3527,"/cisan"
3528,"/bam bet"
3529,"/kyai mojo"
3530,"/perum bumi jayakarta pertiwi gg. sate"
3531,"/warteg cak putra balas gedhe"
3532,"/ud. erlam martin bc. keb. anugrah anugrah"
3533,"/gg. v"
3534,"/jemb batu"
3535,"/bumi pusp asri"
3536,"/komp rtm"
3537,"/sma swasta taruna terpadu cibeu"
3538,"/malaka"
3539,"/kurnia toko pusat pasar"
3540,"/j"
3541,"/penyelesaian tom 1"
3542,"/shifa sematang bor"
3543,"/raya kal"
3544,"/prof. dr. saha"
